NR_TURNO,DS_ELEICAO,DT_ELEICAO,SG_UF,codigo_tse,NM_UE,NM_MUNICIPIO,NR_ZONA,DS_CARGO,sequencial,NR_CANDIDATO,NM_CANDIDATO,NM_URNA_CANDIDATO,NR_PARTIDO,SG_PARTIDO,NM_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,8,Vereador,190000688314,25603,RAIMUNDO ÉLBIO DA COSTA PEDROSO,ÉLBIO PEDROSO,25,DEM,Democratas,SUPLENTE,6
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,161,Vereador,190000688374,25025,ALEXANDRE ISQUIERDO MOREIRA,ALEXANDRE ISQUIERDO,25,DEM,Democratas,ELEITO POR MÉDIA,483
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,5,Vereador,190000688319,25520,ELIANE PEREIRA DE SOUZA,ELYANE SOUZA,25,DEM,Democratas,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,241,Vereador,190000688347,25007,NICOLLE CALHEIROS CAHET,NICOLLE CALHEIROS,25,DEM,Democratas,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,118,Vereador,190000688373,25145,CARLOS BAPTISTA COSTA JUNIOR,CARLINHOS GIGANTE,25,DEM,Democratas,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,118,Vereador,190000688346,25006,NOEMI SOARES DA ROCHA BARRETO,NOEMI ROCHA,25,DEM,Democratas,SUPLENTE,8
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,123,Vereador,190000688320,25253,JOSÉ MARCELO ANTUNES MOREIRA,MARCELO MOREIRA,25,DEM,Democratas,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,167,Vereador,190000688363,25957,SOTER SILVIO CAMPBELL,SOTER CAMPBELL,25,DEM,Democratas,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,170,Vereador,190000688351,25625,DEISE DA SILVA MENEZES,DEISE MENEZES,25,DEM,Democratas,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,233,Vereador,190000688386,25170,LUIZ CELSO TELLI,CELSO TELLI,25,DEM,Democratas,SUPLENTE,4
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,179,Vereador,190000688387,25678,MANOEL GILBERTO DA SILVA,MANOEL GILBERTO CAÇULINHA,25,DEM,Democratas,SUPLENTE,34
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,246,Vereador,190000688383,25505,FELIPE DE SOUZA ZANINI,FELIPE ZANINI,25,DEM,Democratas,SUPLENTE,5
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,179,Vereador,190000688358,25277,CLAUDIO BARBOSA CASSETTI,CASSETTI,25,DEM,Democratas,SUPLENTE,12
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,185,Vereador,190000688376,25023,ALEXANDRE ALVES DA SILVA,ALEXANDRE BEÇA,25,DEM,Democratas,SUPLENTE,23
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,17,Vereador,190000688339,25003,ZILA CABRAL DE CASTRO SILVA,ZILA CASTRO,25,DEM,Democratas,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,9,Vereador,190000688313,25622,CARLO FERREIRA DE CAIADO CASTRO,CARLO CAIADO,25,DEM,Democratas,ELEITO POR QP,2947
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,161,Vereador,190000688345,25168,JAIRO JORGE ALEIXO DOS SANTOS,ENGENHEIRO JAIRO ALEIXO,25,DEM,Democratas,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,204,Vereador,190000688341,25125,GENI ZEGARELLI ALVES,GENI GENIAL,25,DEM,Democratas,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,238,Vereador,190000688385,25955,FELIPE DE REZENDE CADENA,FELIPE CADENA,25,DEM,Democratas,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,218,Vereador,190000688358,25277,CLAUDIO BARBOSA CASSETTI,CASSETTI,25,DEM,Democratas,SUPLENTE,332
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,14,Vereador,190000688328,25535,WAGNER CARVALHO DE ARAUJO,WAWA SIMPÁTICO,25,DEM,Democratas,SUPLENTE,46
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,229,Vereador,190000688338,25777,DAVID MUNIZ DINIZ,DAVID MUNIZ,25,DEM,Democratas,SUPLENTE,10
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,161,Vereador,190000688355,25017,JOSÉ ALBERTO DA SILVA MOURA,ALBERTO DA DEZESSETE,25,DEM,Democratas,SUPLENTE,16
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,245,Vereador,190000688329,25321,VALDEMAR FURTADO DE MENDONÇA FILHO,SEU VALDEMAR,25,DEM,Democratas,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,119,Vereador,190000688356,25555,CÉLIO CÉSAR LUPPARELLI FARIA,PROF CÉLIO LUPPARELLI,25,DEM,Democratas,SUPLENTE,761
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,162,Vereador,190000688331,25606,THIAGO MACEDO DA COSTA,PROFESSOR THIAGO,25,DEM,Democratas,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,125,Vereador,190000688365,25000,ÁTILA ALEXANDRE NUNES PEREIRA,ÁTILA A NUNES,25,DEM,Democratas,SUPLENTE,93
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,170,Vereador,190001264160,25444,CARLOS EDUARDO FERNANDES,CADU FERNANDES,25,DEM,Democratas,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,4,Vereador,190000961120,17012,ANDRE DE OLIVEIRA ROZENDO,ANDRE ROZENDO,17,PSL,Partido Social Liberal,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,21,Vereador,190000961096,17177,BRUNO MOREIRA LEÃO,BRUNO LEÃO,17,PSL,Partido Social Liberal,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,245,Vereador,190000961108,17778,CARLOS FREDERICO RODRIGUES SANTOS,FRE PELO RIO,17,PSL,Partido Social Liberal,SUPLENTE,4
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,188,Vereador,190000961075,17333,LEONARDO SEABRA HUDSON LEITE,LÉO SEABRA,17,PSL,Partido Social Liberal,SUPLENTE,4
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,9,Vereador,190000961083,17678,ALEXANDRE LINARES FERNANDES,ALEXANDRE FAMILIA,17,PSL,Partido Social Liberal,SUPLENTE,7
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,216,Vereador,190000961119,17141,SANDRA DE SOUZA HERNANDES,SANDRA HERNANDES,17,PSL,Partido Social Liberal,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,246,Vereador,190000961125,17466,VIVIANE GOMES DOS SANTOS,VIVI GOMES,17,PSL,Partido Social Liberal,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,218,Vereador,190000961101,17810,SUZANA JUSTINO SANTA ROSA,SUZANA ROSA,17,PSL,Partido Social Liberal,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,119,Vereador,190000961088,17111,MANOEL JAIME SABINO,PELÉ BARBEIRO,17,PSL,Partido Social Liberal,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,218,Vereador,190000961134,17019,ELVIRA JESUS NOBREGA DUQUE,BIA DUQUE,17,PSL,Partido Social Liberal,SUPLENTE,6
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,185,Vereador,190000961108,17778,CARLOS FREDERICO RODRIGUES SANTOS,FRE PELO RIO,17,PSL,Partido Social Liberal,SUPLENTE,4
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,219,Vereador,190000961130,17480,LUIZ CARLOS DOS SANTOS RABELLO,LUIZ RABELLO DO ORATÓRIO,17,PSL,Partido Social Liberal,SUPLENTE,137
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,180,Vereador,190000961121,17557,BIANCA MARINHO FLEGNER,BIANCA FLEGNER,17,PSL,Partido Social Liberal,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,188,Vereador,190000961130,17480,LUIZ CARLOS DOS SANTOS RABELLO,LUIZ RABELLO DO ORATÓRIO,17,PSL,Partido Social Liberal,SUPLENTE,4
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,167,Vereador,190000961089,17107,MARCOS DOS SANTOS ELIAS,TEN ELIAS,17,PSL,Partido Social Liberal,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,8,Vereador,190000961101,17810,SUZANA JUSTINO SANTA ROSA,SUZANA ROSA,17,PSL,Partido Social Liberal,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,214,Vereador,190000961098,17700,MAGNELSON FERREIRA DE SOUZA,DR MAGNELSON,17,PSL,Partido Social Liberal,SUPLENTE,7
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,10,Vereador,190000961127,17762,FLAVIO DA CONCEIÇÃO PEREIRA,ST FLAVIO LOGAN,17,PSL,Partido Social Liberal,SUPLENTE,15
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,118,Vereador,190000961143,17777,ROGERIO MARTINS PIRES DE AMORIM,ROGÉRIO AMORIM,17,PSL,Partido Social Liberal,ELEITO POR QP,48
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,17,Vereador,190000961139,17120,CRISTIANO ACCIOLI DE SOUZA MAGALHÃES,SARGENTO ACCIOLI,17,PSL,Partido Social Liberal,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,120,Vereador,190000961085,17001,FRANKLIN JORGE SANTOS,FRANKLIN,17,PSL,Partido Social Liberal,SUPLENTE,17
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,22,Vereador,190000961113,17448,MARIANA BOYNARD VIEGAS,MARIANA BOYNARD,17,PSL,Partido Social Liberal,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,242,Vereador,190000961115,17789,SABRINA CAMPOS DA CUNHA,SABRINA CAMPOS,17,PSL,Partido Social Liberal,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,245,Vereador,190000961150,17003,JORGE LUIZ BRAGA,DR LUIZ BRAGA,17,PSL,Partido Social Liberal,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,238,Vereador,190000961147,17654,JORGE CHERNICHARO,JCHERNICHARO,17,PSL,Partido Social Liberal,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,229,Vereador,190000961083,17678,ALEXANDRE LINARES FERNANDES,ALEXANDRE FAMILIA,17,PSL,Partido Social Liberal,SUPLENTE,16
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,176,Vereador,190000961142,17020,PRISCILA AMARAL COELHO SODRE BARROSO,PRISCILA AMARAL,17,PSL,Partido Social Liberal,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,118,Vereador,190000961090,17566,MICHEL DOS SANTOS CARMONA FERREIRA,MICHEL CARMONA,17,PSL,Partido Social Liberal,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,246,Vereador,190000961110,17888,GLORIA JEAN GOMES DE OLIVEIRA,GLORIA JEAN,17,PSL,Partido Social Liberal,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,182,Vereador,190000961145,17033,SABRINA DE OLIVEIRA MARTINS,SABRINA MARTINS,17,PSL,Partido Social Liberal,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,24,Vereador,190000961094,17018,SERGIO RICARDO FERREIRA,COMANDANTE SÉRGIO,17,PSL,Partido Social Liberal,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,125,Vereador,190000961139,17120,CRISTIANO ACCIOLI DE SOUZA MAGALHÃES,SARGENTO ACCIOLI,17,PSL,Partido Social Liberal,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,5,Vereador,190000961114,17890,RICARDO MIGUEL KAFA,RICARDO KAFA,17,PSL,Partido Social Liberal,SUPLENTE,4
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,24,Vereador,190000961087,17222,LUCIANE SANTIAGO AZEVEDO ROQUE SELES,LUCIANE SANTIAGO,17,PSL,Partido Social Liberal,SUPLENTE,15
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,169,Vereador,190000961083,17678,ALEXANDRE LINARES FERNANDES,ALEXANDRE FAMILIA,17,PSL,Partido Social Liberal,SUPLENTE,85
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,14,Vereador,190000961088,17111,MANOEL JAIME SABINO,PELÉ BARBEIRO,17,PSL,Partido Social Liberal,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,182,Vereador,190000961114,17890,RICARDO MIGUEL KAFA,RICARDO KAFA,17,PSL,Partido Social Liberal,SUPLENTE,42
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,22,Vereador,190000961126,17987,CHARLES FELLIPE SANTOS OLIVEIRA,SARGENTO OLIVEIRA,17,PSL,Partido Social Liberal,SUPLENTE,10
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,118,Vereador,190000961142,17020,PRISCILA AMARAL COELHO SODRE BARROSO,PRISCILA AMARAL,17,PSL,Partido Social Liberal,SUPLENTE,9
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,238,Vereador,190000961093,17190,NILTON DA SILVA PEREIRA,TEN NILTON DA SILVA,17,PSL,Partido Social Liberal,SUPLENTE,61
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,17,Vereador,190000961090,17566,MICHEL DOS SANTOS CARMONA FERREIRA,MICHEL CARMONA,17,PSL,Partido Social Liberal,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,238,Vereador,190000961083,17678,ALEXANDRE LINARES FERNANDES,ALEXANDRE FAMILIA,17,PSL,Partido Social Liberal,SUPLENTE,4
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,219,Vereador,190000961151,17101,ANA MARIA PEREIRA DA SILVA,ANA COPEIRA,17,PSL,Partido Social Liberal,SUPLENTE,5
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,10,Vereador,190000961096,17177,BRUNO MOREIRA LEÃO,BRUNO LEÃO,17,PSL,Partido Social Liberal,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,7,Vereador,190000961140,17245,ERNESTO JOSE DE AZEVEDO BARRETO,ERNESTO BARRETO,17,PSL,Partido Social Liberal,SUPLENTE,18
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,238,Vereador,190000961140,17245,ERNESTO JOSE DE AZEVEDO BARRETO,ERNESTO BARRETO,17,PSL,Partido Social Liberal,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,238,Vereador,190000961112,17178,LUIZ FELIPE DA SILVA BALBINO,SPIFF,17,PSL,Partido Social Liberal,SUPLENTE,16
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,119,Vereador,190000688311,25544,RENICE ROCHA DOS SANTOS,RENICE ROCHA,25,DEM,Democratas,SUPLENTE,6
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,4,Vereador,190000688369,25222,JORGE HENRIQUE BIZARELLO DOS SANTOS,JORGE BIZA S,25,DEM,Democratas,SUPLENTE,5
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,182,Vereador,190000688334,25020,RUBEM BARBOSA NETO,RUBINHO,25,DEM,Democratas,SUPLENTE,9
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,185,Vereador,190000688320,25253,JOSÉ MARCELO ANTUNES MOREIRA,MARCELO MOREIRA,25,DEM,Democratas,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,25,Vereador,190000688330,25100,THIAGO KWIATKOWSKI RIBEIRO,THIAGO K RIBEIRO,25,DEM,Democratas,ELEITO POR QP,488
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,9,Vereador,190000688369,25222,JORGE HENRIQUE BIZARELLO DOS SANTOS,JORGE BIZA S,25,DEM,Democratas,SUPLENTE,11
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,219,Vereador,190000688337,25645,CÉLIO GONZAGA DE OLIVEIRA,CÉLIO GONZAGA,25,DEM,Democratas,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,245,Vereador,190000688328,25535,WAGNER CARVALHO DE ARAUJO,WAWA SIMPÁTICO,25,DEM,Democratas,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,192,Vereador,190000688332,25234,ELAINE MOURA,ELAINE MOURA,25,DEM,Democratas,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,23,Vereador,190000688312,25551,JOSÉ DERIVALDO MACEDO NETO,DERIVALDO MACEDO,25,DEM,Democratas,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,241,Vereador,190000688329,25321,VALDEMAR FURTADO DE MENDONÇA FILHO,SEU VALDEMAR,25,DEM,Democratas,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,185,Vereador,190000688373,25145,CARLOS BAPTISTA COSTA JUNIOR,CARLINHOS GIGANTE,25,DEM,Democratas,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,122,Vereador,190000688311,25544,RENICE ROCHA DOS SANTOS,RENICE ROCHA,25,DEM,Democratas,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,21,Vereador,190001264160,25444,CARLOS EDUARDO FERNANDES,CADU FERNANDES,25,DEM,Democratas,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,17,Vereador,190000688366,25123,FRANCIS VIEIRA DA SILVA,FRANCIS CHOCOLLAT,25,DEM,Democratas,SUPLENTE,8
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,119,Vereador,190000688318,25925,CARLOS HENRIQUE RIBEIRO CAJAZEIRA,CARLOS CAJAZEIRA,25,DEM,Democratas,SUPLENTE,15
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,22,Vereador,190000688358,25277,CLAUDIO BARBOSA CASSETTI,CASSETTI,25,DEM,Democratas,SUPLENTE,37
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,22,Vereador,190000688331,25606,THIAGO MACEDO DA COSTA,PROFESSOR THIAGO,25,DEM,Democratas,SUPLENTE,4
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,230,Vereador,190000688368,25005,ANA PAULA GOLDBACH,ANA PAULA GOLDBACH,25,DEM,Democratas,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,191,Vereador,190000688333,25255,CARLOS AUGUSTO PINTO LOUREIRO,CARLOS AUGUSTO DA CIDADE,25,DEM,Democratas,SUPLENTE,13
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,219,Vereador,190000688312,25551,JOSÉ DERIVALDO MACEDO NETO,DERIVALDO MACEDO,25,DEM,Democratas,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,219,Vereador,190000688356,25555,CÉLIO CÉSAR LUPPARELLI FARIA,PROF CÉLIO LUPPARELLI,25,DEM,Democratas,SUPLENTE,36
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,180,Vereador,190000688311,25544,RENICE ROCHA DOS SANTOS,RENICE ROCHA,25,DEM,Democratas,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,14,Vereador,190000688375,25106,CARLOS THIAGO CESARIO ALVIM,THIAGO CESARIO ALVIM,25,DEM,Democratas,SUPLENTE,16
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,219,Vereador,190000688311,25544,RENICE ROCHA DOS SANTOS,RENICE ROCHA,25,DEM,Democratas,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,211,Vereador,190000688356,25555,CÉLIO CÉSAR LUPPARELLI FARIA,PROF CÉLIO LUPPARELLI,25,DEM,Democratas,SUPLENTE,74
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,230,Vereador,190000688333,25255,CARLOS AUGUSTO PINTO LOUREIRO,CARLOS AUGUSTO DA CIDADE,25,DEM,Democratas,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,14,Vereador,190000688334,25020,RUBEM BARBOSA NETO,RUBINHO,25,DEM,Democratas,SUPLENTE,8
