NR_TURNO,DS_ELEICAO,DT_ELEICAO,SG_UF,codigo_tse,NM_UE,NM_MUNICIPIO,NR_ZONA,DS_CARGO,sequencial,NR_CANDIDATO,NM_CANDIDATO,NM_URNA_CANDIDATO,NR_PARTIDO,SG_PARTIDO,NM_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,191,Vereador,190001022680,13604,ADILSON LUZIARIA,ADILSON DO COCO,13,PT,Partido dos Trabalhadores,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,8,Vereador,190001022714,13388,ARISTIDES JOSE FERNANDES,TIGRE,13,PT,Partido dos Trabalhadores,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,169,Vereador,190001022705,13611,EDUARDO JOSE ACOSTA BARBOSA,EDUARDO ACOSTA AMBIENTALISTA,13,PT,Partido dos Trabalhadores,SUPLENTE,4
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,120,Vereador,190001022698,13131,GABRIEL APARECIDO DE OLIVEIRA,GABRIEL OLIVEIRA,13,PT,Partido dos Trabalhadores,SUPLENTE,5
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,170,Vereador,190001022679,13762,RENATA BESSA DE FREITAS,RENATA BESSA,13,PT,Partido dos Trabalhadores,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,185,Vereador,190001022700,13350,DIENE DA SILVA SOARES MORAIS,DIENE DA SILVA,13,PT,Partido dos Trabalhadores,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,211,Vereador,190001022697,13222,EDSON SANTOS DE SOUZA,EDSON SANTOS,13,PT,Partido dos Trabalhadores,SUPLENTE,195
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,170,Vereador,190001022687,13330,DIOGO PINHEIRO DOS REIS ANDRADE,PROFESSOR DIOGO DE ANDRADE,13,PT,Partido dos Trabalhadores,SUPLENTE,18
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,230,Vereador,190001022676,13169,INDIANARAE SIQUEIRA,INDIANARAE SIQUEIRA,13,PT,Partido dos Trabalhadores,SUPLENTE,11
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,25,Vereador,190001022709,13700,MARCELO DOS SANTOS VIOLA,PROFESSOR MARCELO VIOLA,13,PT,Partido dos Trabalhadores,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,167,Vereador,190001022683,13383,ROBSON GOMES SANTOS,ROBSON DO CHOCOLATE,13,PT,Partido dos Trabalhadores,SUPLENTE,13
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,8,Vereador,190001022678,13690,GERALDO CORREIA DE MENESES FILHO,GERALDO MENESES,13,PT,Partido dos Trabalhadores,SUPLENTE,7
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,125,Vereador,190001022722,13694,SIMONE ALVES DE LIMA,SIMONE LIMA,13,PT,Partido dos Trabalhadores,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,182,Vereador,190001022720,13100,SÓLON CUNHA RUBEM,SÓLON RUBEM,13,PT,Partido dos Trabalhadores,SUPLENTE,4
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,5,Vereador,190001022708,13111,DOUGLAS SOARES SILVA,DOUGLAS ABOBRÃO,13,PT,Partido dos Trabalhadores,SUPLENTE,6
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,211,Vereador,190001022716,13060,SANDRA RABELLO DE FRIAS,SANDRA RABELLO,13,PT,Partido dos Trabalhadores,SUPLENTE,12
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,22,Vereador,190001022685,13567,RICARDO DA SILVA SOUZA,RICARDO CHAPOLIM,13,PT,Partido dos Trabalhadores,SUPLENTE,92
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,162,Vereador,190001022710,13580,ADRIANA DA SILVA FREIRE VALENTE,ADRIANA VALENTE,13,PT,Partido dos Trabalhadores,SUPLENTE,4
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,214,Vereador,190001022716,13060,SANDRA RABELLO DE FRIAS,SANDRA RABELLO,13,PT,Partido dos Trabalhadores,SUPLENTE,47
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,120,Vereador,190001022692,13767,CRISTINA DA SILVA COSTA,PROFESSORA CRISTINA COSTA,13,PT,Partido dos Trabalhadores,SUPLENTE,4
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,170,Vereador,190001022694,13233,PAULO CESAR ALLEVATO ESPÍRITO SANTO,PC ALLEVATO,13,PT,Partido dos Trabalhadores,SUPLENTE,45
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,188,Vereador,190001022676,13169,INDIANARAE SIQUEIRA,INDIANARAE SIQUEIRA,13,PT,Partido dos Trabalhadores,SUPLENTE,50
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,22,Vereador,190001022694,13233,PAULO CESAR ALLEVATO ESPÍRITO SANTO,PC ALLEVATO,13,PT,Partido dos Trabalhadores,SUPLENTE,23
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,118,Vereador,190001022692,13767,CRISTINA DA SILVA COSTA,PROFESSORA CRISTINA COSTA,13,PT,Partido dos Trabalhadores,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,7,Vereador,190001022715,13000,NATHÁLIA MARTINS DE ASSIS,NATHÁLIA DO DIVERCIDADE,13,PT,Partido dos Trabalhadores,SUPLENTE,21
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,25,Vereador,190001022697,13222,EDSON SANTOS DE SOUZA,EDSON SANTOS,13,PT,Partido dos Trabalhadores,SUPLENTE,31
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,123,Vereador,190001022712,13047,MARCIO SILVA DOS SANTOS,MARCIO SANTOS,13,PT,Partido dos Trabalhadores,SUPLENTE,9
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,245,Vereador,190001022674,13333,REIMONT LUIZ OTONI SANTA BARBARA,REIMONT,13,PT,Partido dos Trabalhadores,ELEITO POR MÉDIA,189
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,188,Vereador,190001022680,13604,ADILSON LUZIARIA,ADILSON DO COCO,13,PT,Partido dos Trabalhadores,SUPLENTE,6
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,5,Vereador,190001022687,13330,DIOGO PINHEIRO DOS REIS ANDRADE,PROFESSOR DIOGO DE ANDRADE,13,PT,Partido dos Trabalhadores,SUPLENTE,21
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,7,Vereador,190001022694,13233,PAULO CESAR ALLEVATO ESPÍRITO SANTO,PC ALLEVATO,13,PT,Partido dos Trabalhadores,SUPLENTE,10
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,14,Vereador,190001022724,13248,ANITA RODRIGUES TEIXEIRA,ANITA LEORNE,13,PT,Partido dos Trabalhadores,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,218,Vereador,190001022719,13376,RUDSON DE ANDRADE GOMES,RUDSON GOMES,13,PT,Partido dos Trabalhadores,SUPLENTE,41
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,241,Vereador,190001022678,13690,GERALDO CORREIA DE MENESES FILHO,GERALDO MENESES,13,PT,Partido dos Trabalhadores,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,119,Vereador,190001022684,13301,PAULO FERNANDES DE SOUZA,PAULÃO DA SAÚDE,13,PT,Partido dos Trabalhadores,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,125,Vereador,190001022687,13330,DIOGO PINHEIRO DOS REIS ANDRADE,PROFESSOR DIOGO DE ANDRADE,13,PT,Partido dos Trabalhadores,SUPLENTE,5
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,229,Vereador,190001022700,13350,DIENE DA SILVA SOARES MORAIS,DIENE DA SILVA,13,PT,Partido dos Trabalhadores,SUPLENTE,13
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,238,Vereador,190001022724,13248,ANITA RODRIGUES TEIXEIRA,ANITA LEORNE,13,PT,Partido dos Trabalhadores,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,243,Vereador,190001022684,13301,PAULO FERNANDES DE SOUZA,PAULÃO DA SAÚDE,13,PT,Partido dos Trabalhadores,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,161,Vereador,190001022703,13133,EDUARDO COELHO DE LIMA,EDUARDO COELHO,13,PT,Partido dos Trabalhadores,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,179,Vereador,190001022690,13021,ELIKA TAKIMOTO,ELIKA TAKIMOTO,13,PT,Partido dos Trabalhadores,SUPLENTE,239
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,119,Vereador,190001022697,13222,EDSON SANTOS DE SOUZA,EDSON SANTOS,13,PT,Partido dos Trabalhadores,SUPLENTE,122
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,21,Vereador,190001022698,13131,GABRIEL APARECIDO DE OLIVEIRA,GABRIEL OLIVEIRA,13,PT,Partido dos Trabalhadores,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,179,Vereador,190001022688,13321,JOÃO RAPHAEL RAMOS DOS SANTOS,JOÃO RAPHAEL RAMOS,13,PT,Partido dos Trabalhadores,SUPLENTE,6
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,229,Vereador,190001022698,13131,GABRIEL APARECIDO DE OLIVEIRA,GABRIEL OLIVEIRA,13,PT,Partido dos Trabalhadores,SUPLENTE,23
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,191,Vereador,190001022710,13580,ADRIANA DA SILVA FREIRE VALENTE,ADRIANA VALENTE,13,PT,Partido dos Trabalhadores,SUPLENTE,6
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,218,Vereador,190001022713,13823,PAULO MAURÍCIO BARTY SILVA,PAULINHO SACRAMENTO,13,PT,Partido dos Trabalhadores,SUPLENTE,9
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,188,Vereador,190001022698,13131,GABRIEL APARECIDO DE OLIVEIRA,GABRIEL OLIVEIRA,13,PT,Partido dos Trabalhadores,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,216,Vereador,190001022717,13860,FLAVIO DAS GRAÇAS MIRANDA,NIQUINHO,13,PT,Partido dos Trabalhadores,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,10,Vereador,190001022697,13222,EDSON SANTOS DE SOUZA,EDSON SANTOS,13,PT,Partido dos Trabalhadores,SUPLENTE,89
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,21,Vereador,190001022688,13321,JOÃO RAPHAEL RAMOS DOS SANTOS,JOÃO RAPHAEL RAMOS,13,PT,Partido dos Trabalhadores,SUPLENTE,15
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,241,Vereador,190001022715,13000,NATHÁLIA MARTINS DE ASSIS,NATHÁLIA DO DIVERCIDADE,13,PT,Partido dos Trabalhadores,SUPLENTE,14
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,23,Vereador,190001022692,13767,CRISTINA DA SILVA COSTA,PROFESSORA CRISTINA COSTA,13,PT,Partido dos Trabalhadores,SUPLENTE,7
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,118,Vereador,190001022706,13137,ATALMIR HERMINIO DE SOUZA,ECONOMISTA ATALMIR,13,PT,Partido dos Trabalhadores,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,219,Vereador,190001022692,13767,CRISTINA DA SILVA COSTA,PROFESSORA CRISTINA COSTA,13,PT,Partido dos Trabalhadores,SUPLENTE,5
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,233,Vereador,190001022688,13321,JOÃO RAPHAEL RAMOS DOS SANTOS,JOÃO RAPHAEL RAMOS,13,PT,Partido dos Trabalhadores,SUPLENTE,9
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,246,Vereador,190001022706,13137,ATALMIR HERMINIO DE SOUZA,ECONOMISTA ATALMIR,13,PT,Partido dos Trabalhadores,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,14,Vereador,190001022682,13451,JOSÉ RIBAMAR PEREIRA DOS SANTOS,RIBAMAR SANTOS,13,PT,Partido dos Trabalhadores,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,16,Vereador,190001022720,13100,SÓLON CUNHA RUBEM,SÓLON RUBEM,13,PT,Partido dos Trabalhadores,SUPLENTE,10
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,23,Vereador,190001022689,13558,CARLOS EDUARDO DE OLIVEIRA GOMES,CADU DA ENFERMAGEM,13,PT,Partido dos Trabalhadores,SUPLENTE,5
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,8,Vereador,190001022710,13580,ADRIANA DA SILVA FREIRE VALENTE,ADRIANA VALENTE,13,PT,Partido dos Trabalhadores,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,122,Vereador,190001022690,13021,ELIKA TAKIMOTO,ELIKA TAKIMOTO,13,PT,Partido dos Trabalhadores,SUPLENTE,98
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,21,Vereador,190001022673,13001,MONICA MARTINS RABELO,MONICA RABELO,13,PT,Partido dos Trabalhadores,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,25,Vereador,190001022708,13111,DOUGLAS SOARES SILVA,DOUGLAS ABOBRÃO,13,PT,Partido dos Trabalhadores,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,243,Vereador,190001022719,13376,RUDSON DE ANDRADE GOMES,RUDSON GOMES,13,PT,Partido dos Trabalhadores,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,170,Vereador,190001022719,13376,RUDSON DE ANDRADE GOMES,RUDSON GOMES,13,PT,Partido dos Trabalhadores,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,5,Vereador,190001022688,13321,JOÃO RAPHAEL RAMOS DOS SANTOS,JOÃO RAPHAEL RAMOS,13,PT,Partido dos Trabalhadores,SUPLENTE,13
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,214,Vereador,190001022678,13690,GERALDO CORREIA DE MENESES FILHO,GERALDO MENESES,13,PT,Partido dos Trabalhadores,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,4,Vereador,190001022680,13604,ADILSON LUZIARIA,ADILSON DO COCO,13,PT,Partido dos Trabalhadores,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,245,Vereador,190001022698,13131,GABRIEL APARECIDO DE OLIVEIRA,GABRIEL OLIVEIRA,13,PT,Partido dos Trabalhadores,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,192,Vereador,190001022689,13558,CARLOS EDUARDO DE OLIVEIRA GOMES,CADU DA ENFERMAGEM,13,PT,Partido dos Trabalhadores,SUPLENTE,6
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,162,Vereador,190001022673,13001,MONICA MARTINS RABELO,MONICA RABELO,13,PT,Partido dos Trabalhadores,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,192,Vereador,190001022720,13100,SÓLON CUNHA RUBEM,SÓLON RUBEM,13,PT,Partido dos Trabalhadores,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,161,Vereador,190001022690,13021,ELIKA TAKIMOTO,ELIKA TAKIMOTO,13,PT,Partido dos Trabalhadores,SUPLENTE,79
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,211,Vereador,190001022673,13001,MONICA MARTINS RABELO,MONICA RABELO,13,PT,Partido dos Trabalhadores,SUPLENTE,14
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,122,Vereador,190001022703,13133,EDUARDO COELHO DE LIMA,EDUARDO COELHO,13,PT,Partido dos Trabalhadores,SUPLENTE,4
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,5,Vereador,190001022699,13888,ANDRÉ DA SILVA,ANDRÉ SANTA CRUZ,13,PT,Partido dos Trabalhadores,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,17,Vereador,190001022675,13007,ANTONIO ALDENISO DE OLIVEIRA,ALDENISO OLIVEIRA,13,PT,Partido dos Trabalhadores,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,8,Vereador,190001022680,13604,ADILSON LUZIARIA,ADILSON DO COCO,13,PT,Partido dos Trabalhadores,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,219,Vereador,190001022694,13233,PAULO CESAR ALLEVATO ESPÍRITO SANTO,PC ALLEVATO,13,PT,Partido dos Trabalhadores,SUPLENTE,24
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,234,Vereador,190001022687,13330,DIOGO PINHEIRO DOS REIS ANDRADE,PROFESSOR DIOGO DE ANDRADE,13,PT,Partido dos Trabalhadores,SUPLENTE,11
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,242,Vereador,190001022683,13383,ROBSON GOMES SANTOS,ROBSON DO CHOCOLATE,13,PT,Partido dos Trabalhadores,SUPLENTE,7
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,179,Vereador,190001022723,13014,RODRIGO MENDONÇA DOS SANTOS,RODRIGO MENDONÇA,13,PT,Partido dos Trabalhadores,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,238,Vereador,190001022679,13762,RENATA BESSA DE FREITAS,RENATA BESSA,13,PT,Partido dos Trabalhadores,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,229,Vereador,190001022675,13007,ANTONIO ALDENISO DE OLIVEIRA,ALDENISO OLIVEIRA,13,PT,Partido dos Trabalhadores,SUPLENTE,10
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,230,Vereador,190001022690,13021,ELIKA TAKIMOTO,ELIKA TAKIMOTO,13,PT,Partido dos Trabalhadores,SUPLENTE,62
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,170,Vereador,190001022677,13123,LUIZ LINDBERGH FARIAS FILHO,LINDBERGH FARIAS,13,PT,Partido dos Trabalhadores,ELEITO POR QP,830
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,185,Vereador,190001022716,13060,SANDRA RABELLO DE FRIAS,SANDRA RABELLO,13,PT,Partido dos Trabalhadores,SUPLENTE,16
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,21,Vereador,190001022715,13000,NATHÁLIA MARTINS DE ASSIS,NATHÁLIA DO DIVERCIDADE,13,PT,Partido dos Trabalhadores,SUPLENTE,9
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,233,Vereador,190001022706,13137,ATALMIR HERMINIO DE SOUZA,ECONOMISTA ATALMIR,13,PT,Partido dos Trabalhadores,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,230,Vereador,190001022707,13010,JULIO CESAR SILVA DA COSTA,JÚLIO CÉSAR DO PT,13,PT,Partido dos Trabalhadores,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,118,Vereador,190001022717,13860,FLAVIO DAS GRAÇAS MIRANDA,NIQUINHO,13,PT,Partido dos Trabalhadores,SUPLENTE,4
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,169,Vereador,190001022681,13772,CLAUDETE DA COSTA FERREIRA,CLAUDETE COSTA,13,PT,Partido dos Trabalhadores,SUPLENTE,1
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,238,Vereador,190001022720,13100,SÓLON CUNHA RUBEM,SÓLON RUBEM,13,PT,Partido dos Trabalhadores,SUPLENTE,3
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,229,Vereador,190001022714,13388,ARISTIDES JOSE FERNANDES,TIGRE,13,PT,Partido dos Trabalhadores,SUPLENTE,0
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,230,Vereador,190001022681,13772,CLAUDETE DA COSTA FERREIRA,CLAUDETE COSTA,13,PT,Partido dos Trabalhadores,SUPLENTE,2
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,182,Vereador,190001022673,13001,MONICA MARTINS RABELO,MONICA RABELO,13,PT,Partido dos Trabalhadores,SUPLENTE,5
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,161,Vereador,190001022677,13123,LUIZ LINDBERGH FARIAS FILHO,LINDBERGH FARIAS,13,PT,Partido dos Trabalhadores,ELEITO POR QP,673
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,24,Vereador,190001022688,13321,JOÃO RAPHAEL RAMOS DOS SANTOS,JOÃO RAPHAEL RAMOS,13,PT,Partido dos Trabalhadores,SUPLENTE,4
1,ELEIÇÕES MUNICIPAIS 2020,15/11/2020,RJ,60011,RIO DE JANEIRO,RIO DE JANEIRO,246,Vereador,190001022701,13031,JORGE FERREIRA LEAL,JORGE LEAL,13,PT,Partido dos Trabalhadores,SUPLENTE,0
